Refcode,metal,Atomic_number,Atomic_weight,Atomic_redius,M_electronegativity,Polarizability,Electron_affinity,Allen_en,Ghosh_en,Pauling_en,Inchikey
ATOTIM,V,23,50.9415,1.53,3.3730935,87.0,0.525,9.062999999999999,0.12733440000000001,1.63,FDTQOZYHNDMJCM-UHFFFAOYSA-N
ATULIM,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,QSADQGIFNNOXNG-UHFFFAOYSA-N
ATULOS,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,FLLAQUIMQDNFKN-UHFFFAOYSA-N
ATUNUY,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,SPBIYDCOCLAZFZ-UHFFFAOYSA-N
ATUQUB,Sn,50,118.71,1.39,3.6719585,53.0,1.112067,10.79,0.178052,1.96,LLRDTQUDQXOPEV-UHFFFAOYSA-N
AVANIW,Hg,80,200.592,1.32,,33.91,,10.44,0.16899999999999998,1.9,ROFVEXUMMXZLPA-UHFFFAOYSA-N
AVAWIE,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,KSCWQACXHHWPEH-HDJSIYSDSA-N
AVEROJ,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,PEUPUKDBCPLDIH-UHFFFAOYSA-N
AVESEA,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,PEUPUKDBCPLDIH-UHFFFAOYSA-N
AVILAT,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,DCNWZFYFAQIPBD-UHFFFAOYSA-N
AVIMIC,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,ODRYIYSVIYFRKC-UHFFFAOYSA-N
AVOGEZ,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,FHMZWZGJTRHWFB-UHFFFAOYSA-N
AVOGID,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,NRTLTKHKHQEMPL-RXMQYKEDSA-N
AVOGOJ,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,MHNYHDDQZRSUEN-UHFFFAOYSA-N
AVOMII,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,DGEZNRSVGBDHLK-UHFFFAOYSA-N
AWASAU,Pr,59,140.90766,2.03,2.7365,216.0,0.9620000000000001,,0.17207999999999998,1.13,OWVZESVDNQLQPV-UHFFFAOYSA-N
AWASOI,Pr,59,140.90766,2.03,2.7365,216.0,0.9620000000000001,,0.17207999999999998,1.13,OWVZESVDNQLQPV-UHFFFAOYSA-N
AWAYEC,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,JNHTXZRAURFBSE-KAMYIIQDSA-N
AWECUB,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,VBNJQZKKHLPRHL-UHFFFAOYSA-N
AWETAY,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,SDAUVSLAZIXWAU-UHFFFAOYSA-N
AWOPEI,Y,39,88.90584,1.9,3.10863,162.0,0.307,6.631,0.1216986,1.22,DGEZNRSVGBDHLK-UHFFFAOYSA-N
AWUCEB,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,ZDNUPMSZKVCETJ-UHFFFAOYSA-N
AWUDOM,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,ZDNUPMSZKVCETJ-UHFFFAOYSA-N
AXAYUU,Ga,31,69.723,1.22,2.9996509,50.0,0.43,10.39,0.17237729999999998,1.81,WYURNTSHIVDZCO-UHFFFAOYSA-N
AXAZEE,Ho,67,164.93033,1.92,,156.0,,,0.20779499999999998,1.23,JFDZBHWFFUWGJE-UHFFFAOYSA-N
AXOFEZ,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,MIMUWSMSBXTVST-UHFFFAOYSA-N
AXOFEZ01,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,MIMUWSMSBXTVST-UHFFFAOYSA-N
AYALUH,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,MWVTWFVJZLCBMC-UHFFFAOYSA-N
AYAWAA,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,YYNHSXPYGJETNI-UHFFFAOYSA-N
AZAYEH,Li,3,6.94,1.28,2.6958573805,164.1125,0.618049,5.392,0.105093,0.98,KPNYVYIOOQQDFB-ISLYRVAYSA-N
AZIHIA,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,DGEZNRSVGBDHLK-UHFFFAOYSA-N
AZUFIK,Tl,81,204.38,1.45,3.0541435,50.0,0.377,,0.173447,1.8,MWVTWFVJZLCBMC-UHFFFAOYSA-N
BACGEU,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,WMGPCQXEYQNDLE-UHFFFAOYSA-N
BACMOI,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,HNTUBTNVSFWSFB-UHFFFAOYSA-N
BACQEB02,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,NPGSUFYBBCRXKB-UHFFFAOYSA-N
BADHIA,Sc,21,44.955908,1.7,3.280745,97.0,0.188,7.042000000000001,0.11938330000000001,1.36,FDTQOZYHNDMJCM-UHFFFAOYSA-N
BADHOG,Sc,21,44.955908,1.7,3.280745,97.0,0.188,7.042000000000001,0.11938330000000001,1.36,FDTQOZYHNDMJCM-UHFFFAOYSA-N
BADHUM,Sc,21,44.955908,1.7,3.280745,97.0,0.188,7.042000000000001,0.11938330000000001,1.36,FDTQOZYHNDMJCM-UHFFFAOYSA-N
BADJAU,Sc,21,44.955908,1.7,3.280745,97.0,0.188,7.042000000000001,0.11938330000000001,1.36,FDTQOZYHNDMJCM-UHFFFAOYSA-N
BAFSAE,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,DGEZNRSVGBDHLK-UHFFFAOYSA-N
BAGGEX,Rh,45,102.9055,1.42,3.72945,66.0,1.137,9.259,0.1408379,2.28,VQHQUWXCFFKNTE-LFIBNONCSA-N
BAHGUN,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,OWVZESVDNQLQPV-UHFFFAOYSA-N
BAHGUN01,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,OWVZESVDNQLQPV-UHFFFAOYSA-N
BAHGUN02,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,OWVZESVDNQLQPV-UHFFFAOYSA-N
BAHGUN03,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,OWVZESVDNQLQPV-UHFFFAOYSA-N
BAHGUN04,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,OWVZESVDNQLQPV-UHFFFAOYSA-N
BAHHIE,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,HSYJXSURXZUHLO-UHFFFAOYSA-N
BAHHOK,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,OGNCVVRIKNGJHQ-UHFFFAOYSA-N
BAJPUY,Ce,58,140.116,2.04,2.7693,205.0,0.65,,0.16760999999999998,1.12,HUZWJNNJLVULAM-UHFFFAOYSA-N
BAJQAF,Ce,58,140.116,2.04,2.7693,205.0,0.65,,0.16760999999999998,1.12,HUZWJNNJLVULAM-UHFFFAOYSA-N
BAKNOT,Ni,28,58.6934,1.24,3.8199385,49.0,1.156,11.13,0.1472068,1.91,YSWJPPAIROPEED-UHFFFAOYSA-N
BAKWER,Ni,28,58.6934,1.24,3.8199385,49.0,1.156,11.13,0.1472068,1.91,VWSRHOIRMGHAPR-UHFFFAOYSA-N
BAKXOC,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,OGNCVVRIKNGJHQ-UHFFFAOYSA-N
BALXAO,Eu,63,151.964,1.98,2.8351925,184.0,0.8640000000000001,,0.189935,,RXCLNJHKYYZNSF-OWOJBTEDSA-N
BANSUG,Fe,26,55.845,1.32,3.9512339,62.0,0.151,10.64,0.13925320000000002,1.83,XYWSOSZPPCSNQK-UHFFFAOYSA-N
BANZEY,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,JNAIALHQFMDGOZ-UHFFFAOYSA-N
BAPDUR,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,VUDQYWZGLQWCIB-UHFFFAOYSA-N
BAPJAG,Mo,42,95.95,1.54,3.546215,87.0,0.748,8.71,0.1312672,2.16,BJOBQDXJCHXRPF-UHFFFAOYSA-N
BAPNIS,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,VFFYUTIPOJATLG-UHFFFAOYSA-N
BAPYID,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,UXTFKIJKRJJXNV-UHFFFAOYSA-N
BAPYUP,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,SNOFKGQEUYMNCE-UHFFFAOYSA-N
BARJEJ,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,MCRPKBUFXAKDKI-UHFFFAOYSA-N
BARPOZ,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,JUJWROOIHBZHMG-UHFFFAOYSA-N
BARQAN,Sn,50,118.71,1.39,3.6719585,53.0,1.112067,10.79,0.178052,1.96,JIWSGTNHGGNROT-UHFFFAOYSA-N
BARQIW,Ni,28,58.6934,1.24,3.8199385,49.0,1.156,11.13,0.1472068,1.91,MDAXKAUIABOHTD-UHFFFAOYSA-N
BARVUM,V,23,50.9415,1.53,3.3730935,87.0,0.525,9.062999999999999,0.12733440000000001,1.63,UXTFKIJKRJJXNV-UHFFFAOYSA-N
BASQOC01,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,ITQTTZVARXURQS-UHFFFAOYSA-N
BASQOC02,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,ITQTTZVARXURQS-UHFFFAOYSA-N
BAXHAL,Ce,58,140.116,2.04,2.7693,205.0,0.65,,0.16760999999999998,1.12,BLMSEXYTWGZPEK-UHFFFAOYSA-N
BAXHEP,Dy,66,162.5,1.92,2.969525,163.0,0.35200000000000004,,0.20332999999999998,1.22,ZMXDDKWLCZADIW-UHFFFAOYSA-N
BAXHIT,Er,68,167.259,1.89,,150.0,,,0.212261,1.24,ZMXDDKWLCZADIW-UHFFFAOYSA-N
BAXHOZ,Nd,60,144.242,2.01,2.7625,208.0,1.916,,0.176539,1.14,ZMXDDKWLCZADIW-UHFFFAOYSA-N
BAXHUF,Pr,59,140.90766,2.03,2.7365,216.0,0.9620000000000001,,0.17207999999999998,1.13,ZMXDDKWLCZADIW-UHFFFAOYSA-N
BAXJAN,Sm,62,150.36,1.98,,192.0,,,0.185468,1.17,BLMSEXYTWGZPEK-UHFFFAOYSA-N
BAXJAN01,Sm,62,150.36,1.98,,192.0,,,0.185468,1.17,ZMXDDKWLCZADIW-UHFFFAOYSA-N
BAXJIV,Yb,70,173.054,1.87,3.12708,139.0,-0.02,,0.22119,,ZMXDDKWLCZADIW-UHFFFAOYSA-N
BBZONC,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,JFDZBHWFFUWGJE-UHFFFAOYSA-N
BDMPHG,Hg,80,200.592,1.32,,33.91,,10.44,0.16899999999999998,1.9,JYYNAJVZFGKDEQ-UHFFFAOYSA-N
BEBTAF,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,KAHUXNVCCVURDK-AWEZNQCLSA-N
BECLIH,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,MWVTWFVJZLCBMC-UHFFFAOYSA-N
BECRUW,Cr,24,51.9961,1.39,3.383255,83.0,0.6659999999999999,9.77,0.13130529999999999,1.66,SPBIYDCOCLAZFZ-UHFFFAOYSA-N
BEDJEA,U,92,238.02891,1.96,,129.0,,,0.13207,1.7,LBMRUWKWSWZBNC-UHFFFAOYSA-N
BEDKEC,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,GXOUQOMWOIGGSL-UHFFFAOYSA-N
BEGJAZ,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,LGMDDKSUDDQBLR-UHFFFAOYSA-N
BEJYOH,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,ONOOMDGUKJLRQH-UHFFFAOYSA-N
BEKMAI,U,92,238.02891,1.96,,129.0,,,0.13207,1.7,BVBKHXWFKZERGB-IZLXSQMJSA-N
BELCON,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,SSPTYKNNUNBDGI-UHFFFAOYSA-N
BEPJAK,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,PKZYYLYMDJHUBP-UHFFFAOYSA-N
BEPMEQ,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,XYYRACRKNSHACQ-ZETCQYMHSA-N
BEPMIU,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,XYYRACRKNSHACQ-ZETCQYMHSA-N
BEPNIV,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,XYYRACRKNSHACQ-ZETCQYMHSA-N
BEPNUH,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,XYYRACRKNSHACQ-ZETCQYMHSA-N
BEPPAP,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,XYYRACRKNSHACQ-ZETCQYMHSA-N
BEPYIG,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,DXHIQOKAPXFKKT-UHFFFAOYSA-N
BEQDAF,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,WEVYAHXRMPXWCK-UHFFFAOYSA-N
BEQXAY,Ni,28,58.6934,1.24,3.8199385,49.0,1.156,11.13,0.1472068,1.91,HNIOCWLOWOGIKB-UHFFFAOYSA-N
BEQXUS,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,HNIOCWLOWOGIKB-UHFFFAOYSA-N
BEXDUE,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,KLSFIDLVOXAQKA-UHFFFAOYSA-N
BEZKOI,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,IBMBIMOUMNQIBA-UHFFFAOYSA-N
BEZKOI01,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,IBMBIMOUMNQIBA-UHFFFAOYSA-N
BICPAH,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,DGEZNRSVGBDHLK-UHFFFAOYSA-N
BIFZAU,Pb,82,207.2,1.46,3.7083398,47.0,0.35674316,10.97,0.17791099999999999,1.8,AUPQITZRZKGYDD-UHFFFAOYSA-N
BIHNUD,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,LQGWQBMWKXDXIS-UHFFFAOYSA-N
BIHQAM,Mo,42,95.95,1.54,3.546215,87.0,0.748,8.71,0.1312672,2.16,WLKDOQYCRXCTPB-UHFFFAOYSA-N
BIMQUM,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,QWYHCTNITJPZPD-UHFFFAOYSA-N
BINBEI,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,QWYHCTNITJPZPD-UHFFFAOYSA-N
BINNOC,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,QAPKCMFHDGZWFE-PHDIDXHHSA-N
BIQDOX,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,YZLTZHDLQOWMQY-UHFFFAOYSA-N
BIQHEQ,Fe,26,55.845,1.32,3.9512339,62.0,0.151,10.64,0.13925320000000002,1.83,MWVTWFVJZLCBMC-UHFFFAOYSA-N
BISWOP,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,SPBIYDCOCLAZFZ-UHFFFAOYSA-N
BISWOP03,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,SPBIYDCOCLAZFZ-UHFFFAOYSA-N
BISWOP04,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,SPBIYDCOCLAZFZ-UHFFFAOYSA-N
BISWOP05,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,SPBIYDCOCLAZFZ-UHFFFAOYSA-N
BISWOP06,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,SPBIYDCOCLAZFZ-UHFFFAOYSA-N
BISWOP07,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,ROFVEXUMMXZLPA-UHFFFAOYSA-N
BIVXAG,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,RTYYYTBAWFWSMS-UHFFFAOYSA-N
BIVXIO,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,JKJJFRREJHCIGB-ONEGZZNKSA-N
BIWSAE,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,BBEZONFKGMUPNJ-UHFFFAOYSA-N
BIYREJ,Ni,28,58.6934,1.24,3.8199385,49.0,1.156,11.13,0.1472068,1.91,WLHBSURBKLQEMY-UHFFFAOYSA-N
BOBHUY,U,92,238.02891,1.96,,129.0,,,0.13207,1.7,DRGAZIDRYFYHIJ-UHFFFAOYSA-N
BOCKOT,Tb,65,158.92535,1.94,2.9319,170.0,1.165,,0.198863,,FDTQOZYHNDMJCM-UHFFFAOYSA-N
BOHVID,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,WCRXUSMLACPMMV-DMTCNVIQSA-N
BOLZUA,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,JWPDUQLIPMJLOF-UHFFFAOYSA-N
BOMDIS,Eu,63,151.964,1.98,2.8351925,184.0,0.8640000000000001,,0.189935,,DGEZNRSVGBDHLK-UHFFFAOYSA-N
BOMDOY,Tb,65,158.92535,1.94,2.9319,170.0,1.165,,0.198863,,DGEZNRSVGBDHLK-UHFFFAOYSA-N
BOMDUE,Gd,64,157.25,1.96,,158.0,,,0.1944,1.2,DGEZNRSVGBDHLK-UHFFFAOYSA-N
BONDUG,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,VWSRHOIRMGHAPR-UHFFFAOYSA-N
BOQSUW,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,MWVTWFVJZLCBMC-UHFFFAOYSA-N
BOQSUW01,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,MWVTWFVJZLCBMC-UHFFFAOYSA-N
BOQTAD,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,MGFJDEHFNMWYBD-OWOJBTEDSA-N
BOQTAD01,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,MGFJDEHFNMWYBD-OWOJBTEDSA-N
BORLOM,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,DYIVZADYMZDHPV-UHFFFAOYSA-N
BOSDAQ,Y,39,88.90584,1.9,3.10863,162.0,0.307,6.631,0.1216986,1.22,OQLSUWQLWUDGGW-UHFFFAOYSA-N
BOSDIY,Dy,66,162.5,1.92,2.969525,163.0,0.35200000000000004,,0.20332999999999998,1.22,OQLSUWQLWUDGGW-UHFFFAOYSA-N
BOSJOK,Na,11,22.98976928,1.66,2.56953835,162.7,0.547926,5.14,0.093214,0.93,IPXZKSQCAZZGRX-UHFFFAOYSA-N
BOSKAX,Li,3,6.94,1.28,2.6958573805,164.1125,0.618049,5.392,0.105093,0.98,IPXZKSQCAZZGRX-UHFFFAOYSA-N
BOWNEJ,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,JLLHPDUKSAYWPE-UHFFFAOYSA-N
BOYTEQ,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,JOVDLGDLUFZERA-UHFFFAOYSA-N
BOZYOH,Sc,21,44.955908,1.7,3.280745,97.0,0.188,7.042000000000001,0.11938330000000001,1.36,BVSZXIXGTWBSDL-UHFFFAOYSA-N
BUGVAC,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,AWJUIBRHMBBTKR-UHFFFAOYSA-N
BUHFER,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,JLSGBPKGEDGFHX-UHFFFAOYSA-N
BUJHOG,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,LHYGRFYZDQRACP-UHFFFAOYSA-N
BULVOV,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,MJXNKYWDHKQUHY-UHFFFAOYSA-N
BULYAJ,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,SSBHEBPQEQKBMN-UHFFFAOYSA-N
BULYEN,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,SSBHEBPQEQKBMN-UHFFFAOYSA-N
BUPJUS,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,OHGDOKAVOSJAFZ-UHFFFAOYSA-N
BUSFUR,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,DRGAZIDRYFYHIJ-UHFFFAOYSA-N
BUTDEB,Mn,25,54.938044,1.39,,68.0,,10.34,0.1352844,1.55,ZMXDDKWLCZADIW-UHFFFAOYSA-N
BUTHOP,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,NKUFFYFOBGGDTP-UHFFFAOYSA-N
BUTJIK,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,DQRKTVIJNCVZAX-UHFFFAOYSA-N
BUWGAC,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,MWVTWFVJZLCBMC-UHFFFAOYSA-N
BUXTAR,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,SZWQRTQSJUSYPI-UHFFFAOYSA-N
CABPED,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,VWSRHOIRMGHAPR-UHFFFAOYSA-N
CACLUQ,U,92,238.02891,1.96,,129.0,,,0.13207,1.7,GLGSZERYOLHNML-UHFFFAOYSA-N
CADHOF,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,SPBIYDCOCLAZFZ-UHFFFAOYSA-N
CADJAT,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,AWJUIBRHMBBTKR-UHFFFAOYSA-N
CADJIB,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,MWVTWFVJZLCBMC-UHFFFAOYSA-N
CAENCU,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,DLPNNYYWFYWTMA-UHFFFAOYSA-N
CAGVUE,In,49,114.818,1.42,2.8931776,65.0,0.3,9.793,0.16423,1.78,ROFVEXUMMXZLPA-UHFFFAOYSA-N
CAGYOB,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,NSPMIYGKQJPBQR-UHFFFAOYSA-N
CAHHIC01,Mo,42,95.95,1.54,3.546215,87.0,0.748,8.71,0.1312672,2.16,BSRNDTFUUGNHHC-UHFFFAOYSA-N
CANWAS,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,JUJWROOIHBZHMG-UHFFFAOYSA-N
CAQXEX02,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,PBMFSQRYOILNGV-UHFFFAOYSA-N
CAQXOH02,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,PBMFSQRYOILNGV-UHFFFAOYSA-N
CAQXUN,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,CZPWVGJYEJSRLH-UHFFFAOYSA-N
CARFOT,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,DXHIQOKAPXFKKT-UHFFFAOYSA-N
CASQEU,Co,27,58.933194,1.26,3.940505,55.0,0.66225646,10.86,0.14323629999999998,1.88,UQDBUNOBHAOPPJ-UHFFFAOYSA-N
CAVBUX,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,USILCGNAAAODFG-UHFFFAOYSA-N
CAVVOM,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,KWYLNHCWDKPWNX-UHFFFAOYSA-N
CAWVIH,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,WNEKAJHLOQCNFS-UHFFFAOYSA-N
CAZGIT,Mo,42,95.95,1.54,3.546215,87.0,0.748,8.71,0.1312672,2.16,BWSWKIKSPYAKAP-XXDGMDECSA-N
CAZNIC,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,CBMYFVSIIYILRH-UHFFFAOYSA-N
CAZZAE,Pr,59,140.90766,2.03,2.7365,216.0,0.9620000000000001,,0.17207999999999998,1.13,VOLGAXAGEUPBDM-UHFFFAOYSA-N
CEBJAV,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,FESVCMKIJUWCPG-UHFFFAOYSA-N
CEGFEA11,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,YFFQUDCLMWOYCW-UHFFFAOYSA-N
CEGFEA12,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,YFFQUDCLMWOYCW-UHFFFAOYSA-N
CEGFEA13,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,YFFQUDCLMWOYCW-UHFFFAOYSA-N
CEGFEA14,Ag,47,107.8682,1.45,3.788117,55.0,1.3019999999999998,11.05,0.1472165,1.93,YFFQUDCLMWOYCW-UHFFFAOYSA-N
CEHDAV,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,LZJHYSIIBYGWKM-UHFFFAOYSA-N
CEHZAR,Cd,48,112.414,1.44,,46.0,,8.995,0.1504066,1.69,GLUUGHFHXGJENI-UHFFFAOYSA-N
CEJCIG,Zn,30,65.38,1.22,,38.67,,9.395,0.15515179999999998,1.65,VAEYLEWJTWKXSN-REOHCLBHSA-N
CEJZUP,Cu,29,63.546,1.32,3.86319,46.5,1.235,10.96,0.15117160000000002,1.9,YBRBMKDOPFTVDT-UHFFFAOYSA-N
CELDUU,Sn,50,118.71,1.39,3.6719585,53.0,1.112067,10.79,0.178052,1.96,FLMNJIFODCOAIT-JTQLQIEISA-N
CELFAC,Sn,50,118.71,1.39,3.6719585,53.0,1.112067,10.79,0.178052,1.96,FLMNJIFODCOAIT-JTQLQIEISA-N
