model,time_day,dataset,batching_type,batching_round_to_64,batch_size,computing_type,iteration,experiment_completed,submission_path,path,recompilation_counter,step_2_000_000_batching_time_mean,step_2_000_000_update_time_mean,step_2_000_000_batching_time_median,step_2_000_000_update_time_median,step_100_000_train_rmse,step_100_000_val_rmse,step_100_000_test_rmse,step_200_000_train_rmse,step_200_000_val_rmse,step_200_000_test_rmse,step_300_000_train_rmse,step_300_000_val_rmse,step_300_000_test_rmse,step_400_000_train_rmse,step_400_000_val_rmse,step_400_000_test_rmse,step_500_000_train_rmse,step_500_000_val_rmse,step_500_000_test_rmse,step_600_000_train_rmse,step_600_000_val_rmse,step_600_000_test_rmse,step_700_000_train_rmse,step_700_000_val_rmse,step_700_000_test_rmse,step_800_000_train_rmse,step_800_000_val_rmse,step_800_000_test_rmse,step_900_000_train_rmse,step_900_000_val_rmse,step_900_000_test_rmse,step_1_000_000_train_rmse,step_1_000_000_val_rmse,step_1_000_000_test_rmse,step_1_100_000_train_rmse,step_1_100_000_val_rmse,step_1_100_000_test_rmse,step_1_200_000_train_rmse,step_1_200_000_val_rmse,step_1_200_000_test_rmse,step_1_300_000_train_rmse,step_1_300_000_val_rmse,step_1_300_000_test_rmse,step_1_400_000_train_rmse,step_1_400_000_val_rmse,step_1_400_000_test_rmse,step_1_500_000_train_rmse,step_1_500_000_val_rmse,step_1_500_000_test_rmse,step_1_600_000_train_rmse,step_1_600_000_val_rmse,step_1_600_000_test_rmse,step_1_700_000_train_rmse,step_1_700_000_val_rmse,step_1_700_000_test_rmse,step_1_800_000_train_rmse,step_1_800_000_val_rmse,step_1_800_000_test_rmse,step_1_900_000_train_rmse,step_1_900_000_val_rmse,step_1_900_000_test_rmse,step_2_000_000_train_rmse,step_2_000_000_val_rmse,step_2_000_000_test_rmse
MPEU,19_44_29__15_10_2024,qm9,static,False,64,gpu_a100,9,True,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/static/round_False/64/gpu_a100/iteration_9/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/static/round_False/64/gpu_a100/iteration_9/profiling_job.sh,3,0.0012808325291872025,0.005282026654958725,0.0012378692626953125,0.005241870880126953,0.2944198,0.28816547,0.29604269,0.1455842,0.19699645,0.1461066,0.13752409,0.13449463,0.13697524,0.11550481,0.11567168,0.11779252,0.0631514,0.09138968,0.09275508,0.09535303,0.09518728,0.1125428,0.10885448,0.11089373,0.11953993,0.06142409,0.11633478,0.07162357,0.06156971,0.07551596,0.0718959,0.08634757,0.10559169,0.09428346,0.06633211,0.1263949,0.07439658,0.04634326,0.07170384,0.05835174,0.04244921,0.06291853,0.0351452,0.04908784,0.06746842,0.05771212,0.04297493,0.05214093,0.05327409,0.03624155,0.04786024,0.05044486,0.0375146,0.04887245,0.05424604,0.06021007,0.0683683,0.0541084,0.0478543,0.06490461,0.06964308,0.03298602,0.04544526,0.05306581
MPEU,,qm9,static,False,64,cpu,0,nan,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/static/round_False/64/cpu/iteration_0/profiling_job.sh,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPEU,,qm9,static,False,64,cpu,1,nan,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/static/round_False/64/cpu/iteration_1/profiling_job.sh,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPEU,,qm9,static,False,64,cpu,2,nan,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/static/round_False/64/cpu/iteration_2/profiling_job.sh,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPEU,,qm9,static,False,64,cpu,3,nan,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/static/round_False/64/cpu/iteration_3/profiling_job.sh,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPEU,,qm9,static,False,64,cpu,4,nan,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/static/round_False/64/cpu/iteration_4/profiling_job.sh,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPEU,,qm9,static,False,64,cpu,5,nan,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/static/round_False/64/cpu/iteration_5/profiling_job.sh,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPEU,,qm9,static,False,64,cpu,6,nan,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/static/round_False/64/cpu/iteration_6/profiling_job.sh,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPEU,,qm9,static,False,64,cpu,7,nan,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/static/round_False/64/cpu/iteration_7/profiling_job.sh,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPEU,,qm9,static,False,64,cpu,8,nan,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/static/round_False/64/cpu/iteration_8/profiling_job.sh,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPEU,,qm9,static,False,64,cpu,9,nan,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/static/round_False/64/cpu/iteration_9/profiling_job.sh,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPEU,19_44_29__15_10_2024,qm9,dynamic,False,128,gpu_a100,0,True,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/dynamic/round_False/128/gpu_a100/iteration_0/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/dynamic/round_False/128/gpu_a100/iteration_0/profiling_job.sh,1,0.003353614304423332,0.007013699588298798,0.003266572952270508,0.006922721862792969,0.29319814,0.30305089,0.29202362,0.22128414,0.21855647,0.24125667,0.13302553,0.13208058,0.0944577,0.12953414,0.13233261,0.14280831,0.08165428,0.08518723,0.10949803,0.07458751,0.08024259,0.08951246,0.06767523,0.051409,0.08097334,0.07779343,0.11703449,0.08924568,0.05509096,0.06620295,0.06769979,0.04749224,0.06413773,0.06561402,0.0475099,0.06014728,0.06313972,0.04673645,0.05751586,0.06262401,0.05050265,0.05935611,0.06964176,0.04987951,0.05850193,0.06423841,0.03764349,0.04734613,0.05273058,0.03823568,0.04980313,0.0565445,0.03217053,0.04511223,0.05124307,0.04061652,0.0352586,0.05826056,0.03254515,0.0464087,0.05122722,0.0216289,0.04391285,0.04884934
MPEU,19_44_29__15_10_2024,qm9,dynamic,False,128,gpu_a100,1,True,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/dynamic/round_False/128/gpu_a100/iteration_1/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/dynamic/round_False/128/gpu_a100/iteration_1/profiling_job.sh,1,0.0032963323087692262,0.0069649404010772705,0.003238677978515625,0.006897926330566406,0.32518863,0.4011546,0.3234881,0.20319424,0.19822904,0.20112116,0.13128605,0.12940168,0.13385142,0.10644878,0.10724485,0.11248642,0.08414248,0.08680099,0.0599935,0.07559137,0.07966612,0.08278607,0.09320507,0.10238455,0.09675368,0.06117863,0.06837828,0.06890722,0.05577453,0.06764342,0.06427457,0.06439125,0.0708455,0.07907047,0.0543487,0.06577686,0.0435398,0.04691179,0.0386706,0.0389696,0.07809184,0.08675339,0.08752028,0.04251486,0.05434452,0.05573862,0.038059,0.05904884,0.06007255,0.03741857,0.05054425,0.05560489,0.0332888,0.04641608,0.0293962,0.03159572,0.04626113,0.05297112,0.03152125,0.0472852,0.05222557,0.0246413,0.0282407,0.0601714
MPEU,19_44_29__15_10_2024,qm9,dynamic,False,128,gpu_a100,2,True,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/dynamic/round_False/128/gpu_a100/iteration_2/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/dynamic/round_False/128/gpu_a100/iteration_2/profiling_job.sh,1,0.0033870227224826813,0.007068280139923095,0.003303050994873047,0.006981372833251953,0.34141363,0.2717714,0.3398811,0.20065081,0.1435985,0.19886583,0.13576672,0.13263214,0.13931314,0.14282432,0.13701677,0.14956724,0.07812911,0.08281193,0.08689912,0.07232292,0.07790519,0.08049344,0.07385934,0.08057721,0.08157083,0.05828876,0.06533781,0.06853419,0.05670106,0.06482296,0.06810068,0.05502052,0.0568598,0.0371648,0.0748066,0.0805026,0.08270037,0.05455108,0.0773717,0.73870338,0.0448097,0.05445394,0.05509058,0.04164664,0.05484711,0.05280876,0.04238764,0.0533681,0.05392157,0.03328279,0.04565979,0.0463819,0.03266223,0.04497268,0.04648046,0.04530883,0.0392041,0.05621425,0.03828171,0.04951848,0.05133243,0.0313164,0.04402234,0.04640086
MPEU,19_44_29__15_10_2024,qm9,dynamic,False,128,gpu_a100,3,True,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/dynamic/round_False/128/gpu_a100/iteration_3/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/dynamic/round_False/128/gpu_a100/iteration_3/profiling_job.sh,1,0.0033712361882925032,0.007054773790836334,0.0032913684844970703,0.006972074508666992,0.34286923,0.40151641,0.34035096,0.19502652,0.18965933,0.19533521,0.15391451,0.14640788,0.14800313,0.12804477,0.12635462,0.13235346,0.08160363,0.08328794,0.08576987,0.05279,0.08406383,0.07984117,0.10295249,0.086429,0.10870706,0.06916794,0.08467871,0.07896744,0.05710897,0.07942379,0.06663245,0.05452683,0.06620141,0.06416134,0.05161941,0.06397013,0.06087909,0.0447804,0.06054064,0.05639162,0.06905378,0.08193327,0.07605147,0.03922072,0.05710917,0.05164715,0.03757493,0.06014425,0.05068276,0.0323049,0.0356527,0.05740508,0.03686422,0.0654679,0.05139325,0.03926047,0.0354032,0.05351272,0.03063582,0.07263385,0.04901791,0.03204931,0.0281247,0.04984708
MPEU,19_44_29__15_10_2024,qm9,dynamic,False,128,gpu_a100,4,True,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/dynamic/round_False/128/gpu_a100/iteration_4/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/dynamic/round_False/128/gpu_a100/iteration_4/profiling_job.sh,1,0.003375941642284393,0.0070554116395711896,0.003294229507446289,0.006964445114135742,0.33463244,0.32703463,0.32950989,0.2048219,0.1478266,0.20220159,0.13181183,0.12822792,0.0922188,0.12961502,0.12876167,0.1048338,0.07970753,0.08618506,0.09669147,0.07422042,0.08029101,0.08493097,0.06123257,0.0709603,0.07741099,0.06133204,0.06956894,0.08498541,0.0386849,0.06296514,0.07972315,0.04807216,0.06589562,0.08112608,0.0500445,0.06519341,0.0420867,0.03856384,0.05730657,0.09093336,0.03655121,0.05336339,0.11658648,0.04457908,0.05901534,0.07844785,0.04003929,0.05316419,0.07147407,0.04599042,0.06035688,0.0944102,0.06028412,0.07123611,0.10830859,0.03695378,0.0546523,0.09067236,0.0289791,0.0472646,0.08196949,0.03511029,0.05130647,0.08026292
MPEU,19_44_29__15_10_2024,qm9,dynamic,False,128,gpu_a100,5,True,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/dynamic/round_False/128/gpu_a100/iteration_5/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/dynamic/round_False/128/gpu_a100/iteration_5/profiling_job.sh,1,0.003323151199698448,0.006992983514308929,0.003253459930419922,0.006911754608154297,0.33096126,0.34650878,0.32888135,0.21873654,0.21817813,0.1615863,0.12768806,0.12554089,0.0906272,0.11605046,0.11608046,0.12437279,0.08633198,0.08776459,0.09713876,0.0756436,0.0970048,0.10562332,0.057909,0.08142983,0.08227222,0.06105688,0.06665772,0.0479052,0.0608384,0.06820433,0.067785,0.05421498,0.06296918,0.06655576,0.04980094,0.05832804,0.05946083,0.04076109,0.05245687,0.05352512,0.05157872,0.06354298,0.06230382,0.04029969,0.05261145,0.05542266,0.04257682,0.05911359,0.05354813,0.04436606,0.05659113,0.05842122,0.0332703,0.04757329,0.05229173,0.03639771,0.04982731,0.05550529,0.0326803,0.0291908,0.0559345,0.03187605,0.0281831,0.06015894
MPEU,19_44_29__15_10_2024,qm9,dynamic,False,128,gpu_a100,6,True,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/dynamic/round_False/128/gpu_a100/iteration_6/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/dynamic/round_False/128/gpu_a100/iteration_6/profiling_job.sh,1,0.003372516436934471,0.007045542695999146,0.0032966136932373047,0.006968259811401367,0.35204109,0.4344663,0.34213004,0.22396982,0.22353541,0.22039746,0.0920618,0.0913808,0.14337179,0.13767034,0.13769175,0.15717355,0.07876304,0.08273034,0.10616897,0.064155,0.09272726,0.1103599,0.06134314,0.07194555,0.09554379,0.0638175,0.07178938,0.09624649,0.0536067,0.06291796,0.07553328,0.05800734,0.06874378,0.08340578,0.04803894,0.05768479,0.09297321,0.03896117,0.05275374,0.0327589,0.05185205,0.0444712,0.08738971,0.04715065,0.06067602,0.0403679,0.04298419,0.05675016,0.06749723,0.03760297,0.05301305,0.0502309,0.04829998,0.0590546,0.06177113,0.03452692,0.04756761,0.04619992,0.03056956,0.05174372,0.04447573,0.03752346,0.04876181,0.05906368
MPEU,19_44_29__15_10_2024,qm9,dynamic,False,128,gpu_a100,7,True,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/dynamic/round_False/128/gpu_a100/iteration_7/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/dynamic/round_False/128/gpu_a100/iteration_7/profiling_job.sh,1,0.0033654903441667555,0.007056975372552871,0.003282785415649414,0.006968259811401367,0.2740893,0.4641789,0.34632465,0.20734352,0.20225515,0.20721754,0.13203798,0.13315712,0.13144095,0.11877548,0.12082523,0.12464177,0.07927147,0.08220197,0.10707408,0.07749632,0.0606019,0.11016174,0.08403176,0.09274105,0.12285963,0.05904021,0.06874042,0.11183017,0.05251889,0.06858846,0.11007816,0.04893491,0.0575728,0.10726664,0.04782072,0.06297548,0.08821098,0.04493296,0.05872621,0.0676048,0.05183958,0.06371742,0.0737161,0.05059711,0.06173294,0.07016275,0.04146312,0.05748454,0.06043001,0.039312,0.05315693,0.05465617,0.05189647,0.06426217,0.0453218,0.04336027,0.05694018,0.05470304,0.04175913,0.05643633,0.05269781,0.03245072,0.05065371,0.04508267
MPEU,19_44_29__15_10_2024,qm9,dynamic,False,128,gpu_a100,8,True,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/dynamic/round_False/128/gpu_a100/iteration_8/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/dynamic/round_False/128/gpu_a100/iteration_8/profiling_job.sh,1,0.003446190113782883,0.007143491454482079,0.003371000289916992,0.007058858871459961,0.33368059,0.37317775,0.33224743,0.21532497,0.21027767,0.21646683,0.14379166,0.1012636,0.14457978,0.12297067,0.12494947,0.12636922,0.08371182,0.0612553,0.0614512,0.07626062,0.0569298,0.08154086,0.0627068,0.06799747,0.06853601,0.06503489,0.06980115,0.07079819,0.06205398,0.06754841,0.07031077,0.05044915,0.0403587,0.05957848,0.05554382,0.06382703,0.06638371,0.04278538,0.05547229,0.05367192,0.04937333,0.08117179,0.05734102,0.03933034,0.08744512,0.0514121,0.03828251,0.09705505,0.04845379,0.03762406,0.11311614,0.05135206,0.04548916,0.09630504,0.05482924,0.0348664,0.1212699,0.05581619,0.03094684,0.10515897,0.05481027,0.0301448,0.10915936,0.05372747
MPEU,19_44_29__15_10_2024,qm9,dynamic,False,128,gpu_a100,9,True,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/dynamic/round_False/128/gpu_a100/iteration_9/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/dynamic/round_False/128/gpu_a100/iteration_9/profiling_job.sh,1,0.0033299536865949633,0.006990466988086701,0.0032668113708496094,0.0069179534912109375,0.33398413,0.32656079,0.33225134,0.20354591,0.20435178,0.20289811,0.0920616,0.13168968,0.13086884,0.13316629,0.14332098,0.13582381,0.07708657,0.08524945,0.08513121,0.07487522,0.08538824,0.07887281,0.05918805,0.07304121,0.07017637,0.05554017,0.07184551,0.06648077,0.0510436,0.06895461,0.062943,0.06483548,0.0809439,0.07483513,0.05820277,0.07368814,0.06956229,0.0287179,0.06126362,0.05304545,0.04032873,0.05383978,0.0545121,0.03718445,0.05245288,0.05405964,0.06236786,0.13371962,0.06379084,0.05529183,0.06655509,0.07628531,0.05197647,0.0455878,0.08239026,0.03842736,0.05050957,0.07821648,0.03187621,0.04705559,0.08291888,0.02895565,0.0437493,0.06374691
MPEU,,qm9,dynamic,False,128,cpu,0,nan,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/dynamic/round_False/128/cpu/iteration_0/profiling_job.sh,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPEU,,qm9,dynamic,False,128,cpu,1,nan,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/dynamic/round_False/128/cpu/iteration_1/profiling_job.sh,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPEU,,qm9,dynamic,False,128,cpu,2,nan,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/dynamic/round_False/128/cpu/iteration_2/profiling_job.sh,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPEU,,qm9,dynamic,False,128,cpu,3,nan,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/dynamic/round_False/128/cpu/iteration_3/profiling_job.sh,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPEU,,qm9,dynamic,False,128,cpu,4,nan,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/dynamic/round_False/128/cpu/iteration_4/profiling_job.sh,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPEU,,qm9,dynamic,False,128,cpu,5,nan,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/dynamic/round_False/128/cpu/iteration_5/profiling_job.sh,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPEU,,qm9,dynamic,False,128,cpu,6,nan,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/dynamic/round_False/128/cpu/iteration_6/profiling_job.sh,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPEU,,qm9,dynamic,False,128,cpu,7,nan,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/dynamic/round_False/128/cpu/iteration_7/profiling_job.sh,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPEU,,qm9,dynamic,False,128,cpu,8,nan,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/dynamic/round_False/128/cpu/iteration_8/profiling_job.sh,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPEU,,qm9,dynamic,False,128,cpu,9,nan,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/dynamic/round_False/128/cpu/iteration_9/profiling_job.sh,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPEU,19_44_29__15_10_2024,qm9,static,False,128,gpu_a100,0,True,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/static/round_False/128/gpu_a100/iteration_0/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/static/round_False/128/gpu_a100/iteration_0/profiling_job.sh,1,0.002256471042752266,0.009070515791654587,0.002147197723388672,0.008978843688964844,0.3652333,0.2973187,0.36625689,0.19548598,0.18776693,0.19169179,0.15424953,0.15283853,0.15664598,0.12461757,0.12953051,0.12700972,0.08858047,0.09576215,0.09406719,0.07119706,0.07599405,0.07790224,0.08107851,0.08980153,0.08739396,0.06308348,0.07047493,0.07042961,0.05863214,0.07122578,0.06668962,0.07086283,0.07405264,0.07657561,0.04915979,0.05946784,0.05927666,0.04381423,0.05365979,0.05500203,0.04262614,0.05246096,0.05365702,0.05570327,0.06366484,0.06503874,0.03760823,0.0477762,0.05041669,0.0342266,0.04487014,0.04790805,0.03572737,0.04619104,0.04917423,0.0272686,0.04603421,0.04928017,0.0439372,0.05862816,0.06136932,0.0302783,0.04594651,0.04671033
MPEU,19_44_29__15_10_2024,qm9,static,False,128,gpu_a100,1,True,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/static/round_False/128/gpu_a100/iteration_1/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/static/round_False/128/gpu_a100/iteration_1/profiling_job.sh,1,0.00224674272942543,0.009059008499622346,0.0021512508392333984,0.00897359848022461,0.36073341,0.36252674,0.35955135,0.19133714,0.18255267,0.1913096,0.15349309,0.15818759,0.15382866,0.17836845,0.18042453,0.17758938,0.09486084,0.10005655,0.09911127,0.07537333,0.07771668,0.08111393,0.07048261,0.07546408,0.07989943,0.05676363,0.06431472,0.044819,0.072288,0.0805339,0.08439712,0.05502285,0.06438517,0.07146537,0.05212242,0.06164926,0.06558738,0.04503398,0.05515407,0.05871851,0.0429318,0.05506956,0.05834575,0.05181458,0.0619887,0.06531634,0.03557573,0.0308174,0.05305237,0.03581585,0.04823391,0.05423427,0.0264459,0.04707583,0.05397986,0.03719772,0.04908325,0.05821091,0.02846515,0.04267934,0.05169224,0.03669677,0.04805905,0.0513553
MPEU,19_44_29__15_10_2024,qm9,static,False,128,gpu_a100,2,True,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/static/round_False/128/gpu_a100/iteration_2/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/static/round_False/128/gpu_a100/iteration_2/profiling_job.sh,1,0.0022261755447387697,0.009039333131074906,0.0021178722381591797,0.008939266204833984,0.37350546,0.37423178,0.37405805,0.19230997,0.18656346,0.18984977,0.19069952,0.1591123,0.19016568,0.13318761,0.13357121,0.13508189,0.09354723,0.09586465,0.10120543,0.09375799,0.10135419,0.0777697,0.08797218,0.09648475,0.09547327,0.06205339,0.06717252,0.07421884,0.0396721,0.0612882,0.06881027,0.05355757,0.06093911,0.06867295,0.06035263,0.06916202,0.07410556,0.04357997,0.07880463,0.035771,0.033819,0.0789725,0.06093853,0.06417525,0.11344792,0.08262135,0.0390733,0.06984881,0.06584396,0.0272351,0.09521453,0.07150057,0.03412105,0.10701614,0.07465664,0.0385632,0.0339939,0.08315846,0.03917372,0.05280552,0.06637546,0.02783372,0.0249789,0.07468685
MPEU,19_44_29__15_10_2024,qm9,static,False,128,gpu_a100,3,True,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/static/round_False/128/gpu_a100/iteration_3/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/static/round_False/128/gpu_a100/iteration_3/profiling_job.sh,1,0.0022417030252218245,0.009070108750700951,0.002131938934326172,0.008976221084594727,0.36871149,0.300912,0.36712769,0.19680106,0.1900229,0.19813293,0.15729787,0.15623317,0.15830378,0.13947327,0.14210147,0.14063509,0.08367958,0.08650378,0.08800685,0.06843543,0.0511655,0.08051988,0.06761132,0.07586312,0.0770836,0.06204273,0.06938056,0.07990853,0.0482987,0.07034605,0.0837084,0.04837613,0.05951021,0.07113368,0.05800176,0.06629683,0.07850443,0.04025976,0.05314866,0.06088566,0.0427946,0.06257282,0.08986001,0.10368323,0.1085016,0.13362654,0.03765036,0.04782309,0.0985634,0.04988383,0.05782855,0.11136511,0.03515718,0.0476828,0.1062178,0.03105259,0.04284973,0.11474617,0.04323817,0.05146013,0.11739521,0.03438515,0.0441953,0.11368656
MPEU,19_44_29__15_10_2024,qm9,static,False,128,gpu_a100,4,True,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/static/round_False/128/gpu_a100/iteration_4/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/MPEU/qm9/static/round_False/128/gpu_a100/iteration_4/profiling_job.sh,1,0.0022116663781404497,0.009030117621660233,0.002115964889526367,0.008939504623413086,0.37878314,0.3145621,0.37947838,0.1973298,0.1355824,0.1958604,0.15528018,0.15500562,0.1557109,0.14180132,0.14507579,0.1142908,0.09057796,0.09317663,0.10618118,0.08079001,0.08274631,0.08451161,0.0683361,0.07299886,0.0878741,0.0558045,0.06414973,0.06954657,0.05479099,0.0646682,0.0437785,0.04741646,0.05859275,0.06380507,0.0529736,0.07597283,0.07939438,0.04508734,0.05587325,0.0379742,0.0492891,0.05850256,0.06602579,0.04501721,0.05541442,0.06030589,0.03810043,0.05018951,0.05280541,0.03769965,0.05386127,0.05267675,0.03604288,0.05003304,0.0500459,0.03195276,0.04583374,0.0278815,0.04072643,0.05269993,0.05333084,0.02831999,0.04318847,0.04424892
