model,time_day,dataset,batching_type,batching_round_to_64,batch_size,computing_type,iteration,experiment_completed,submission_path,path,recompilation_counter,step_100000_train_rmse,step_100000_val_rmse,step_100000_test_rmse,step_100000_batching_time_mean,step_100000_update_time_mean,step_100000_batching_time_median,step_100000_update_time_median
MPEU,11_26_37__23_12_2024,qm9,dynamic,True,32,gpu_a100,2,True,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/gpu_a100/iteration_2/profiling_job.sh,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/gpu_a100/iteration_2/profiling_job.sh,1,0.64467353,0.64739305,0.64509075,0.001018659918308258,0.003094676158428192,0.001001596450805664,0.0030329227447509766
MPEU,11_26_37__23_12_2024,qm9,dynamic,True,32,gpu_a100,3,True,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/gpu_a100/iteration_3/profiling_job.sh,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/gpu_a100/iteration_3/profiling_job.sh,1,0.62786704,0.62949117,0.62876542,0.0010279524469375611,0.003120144863128662,0.001010894775390625,0.0030584335327148438
MPEU,11_26_37__23_12_2024,qm9,dynamic,True,32,gpu_a100,4,True,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/gpu_a100/iteration_4/profiling_job.sh,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/gpu_a100/iteration_4/profiling_job.sh,1,0.62512006,0.62587344,0.62623935,0.0010354450988769531,0.0031343936729431154,0.0010182857513427734,0.0030736923217773438
MPEU,11_26_37__23_12_2024,qm9,dynamic,True,32,gpu_a100,5,True,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/gpu_a100/iteration_5/profiling_job.sh,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/gpu_a100/iteration_5/profiling_job.sh,1,0.61999533,0.62179028,0.62091429,0.0010251197791099548,0.0031067857360839845,0.001007080078125,0.003043651580810547
MPEU,11_26_37__23_12_2024,qm9,dynamic,True,32,gpu_a100,6,True,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/gpu_a100/iteration_6/profiling_job.sh,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/gpu_a100/iteration_6/profiling_job.sh,1,0.61609832,0.61748487,0.61789536,0.0010348461389541627,0.0031549769592285155,0.0010197162628173828,0.003095388412475586
MPEU,11_26_37__23_12_2024,qm9,dynamic,True,32,gpu_a100,7,True,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/gpu_a100/iteration_7/profiling_job.sh,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/gpu_a100/iteration_7/profiling_job.sh,1,0.62058661,0.6227884,0.62223295,0.001042145164012909,0.0031481914377212523,0.0010251998901367188,0.003088235855102539
MPEU,11_26_37__23_12_2024,qm9,dynamic,True,32,gpu_a100,8,True,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/gpu_a100/iteration_8/profiling_job.sh,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/gpu_a100/iteration_8/profiling_job.sh,1,0.61669273,0.61890493,0.61769769,0.0010359907865524292,0.0031341545915603637,0.0010184049606323242,0.0030727386474609375
MPEU,11_26_37__23_12_2024,qm9,dynamic,True,32,gpu_a100,9,True,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/gpu_a100/iteration_9/profiling_job.sh,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/gpu_a100/iteration_9/profiling_job.sh,1,0.63057104,0.62564093,0.5530809,0.0010406584572792052,0.003131172881126404,0.0010232925415039062,0.003070831298828125
MPEU,11_26_37__23_12_2024,qm9,dynamic,True,32,cpu,0,True,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/cpu/iteration_0/profiling_job.sh,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/cpu/iteration_0/profiling_job.sh,1,0.53929,0.6101789,0.60910161,0.0014724598455429078,0.047789581441879274,0.001461029052734375,0.04770374298095703
MPEU,11_26_37__23_12_2024,qm9,dynamic,True,32,cpu,1,True,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/cpu/iteration_1/profiling_job.sh,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/cpu/iteration_1/profiling_job.sh,1,0.53929,0.6101789,0.60910161,0.0014686490178108214,0.04779397985935211,0.0014603137969970703,0.04771018028259277
MPEU,11_26_37__23_12_2024,qm9,dynamic,True,32,cpu,2,True,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/cpu/iteration_2/profiling_job.sh,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/cpu/iteration_2/profiling_job.sh,1,0.53929,0.6101789,0.60910161,0.0014652305626869202,0.04774907781839371,0.0014598369598388672,0.04767298698425293
MPEU,11_26_37__23_12_2024,qm9,dynamic,True,32,cpu,3,True,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/cpu/iteration_3/profiling_job.sh,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/cpu/iteration_3/profiling_job.sh,1,0.53929,0.6101789,0.60910161,0.0015274719738960266,0.047919939754009246,0.0015249252319335938,0.047826528549194336
MPEU,11_26_37__23_12_2024,qm9,dynamic,True,32,cpu,4,True,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/cpu/iteration_4/profiling_job.sh,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/cpu/iteration_4/profiling_job.sh,1,0.53929,0.6101789,0.60910161,0.0013151476860046387,0.04768135087013245,0.0012447834014892578,0.04761385917663574
MPEU,11_26_37__23_12_2024,qm9,dynamic,True,32,cpu,5,True,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/cpu/iteration_5/profiling_job.sh,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/cpu/iteration_5/profiling_job.sh,1,0.53929,0.6101789,0.60910161,0.0014742514634132385,0.04789184572935105,0.001466512680053711,0.047801971435546875
MPEU,11_26_37__23_12_2024,qm9,dynamic,True,32,cpu,6,True,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/cpu/iteration_6/profiling_job.sh,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/cpu/iteration_6/profiling_job.sh,1,0.53929,0.6101789,0.60910161,0.0014890046548843383,0.04789748117685318,0.0014832019805908203,0.04780697822570801
MPEU,11_26_37__23_12_2024,qm9,dynamic,True,32,cpu,7,True,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/cpu/iteration_7/profiling_job.sh,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/cpu/iteration_7/profiling_job.sh,1,0.53929,0.6101789,0.60910161,0.0014742953205108642,0.04789184300661087,0.0014603137969970703,0.047804832458496094
MPEU,11_26_37__23_12_2024,qm9,dynamic,True,32,cpu,8,True,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/cpu/iteration_8/profiling_job.sh,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/cpu/iteration_8/profiling_job.sh,1,0.53929,0.6101789,0.60910161,0.0014545563459396362,0.047818439865112305,0.001444101333618164,0.04773092269897461
MPEU,11_26_37__23_12_2024,qm9,dynamic,True,32,cpu,9,True,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/cpu/iteration_9/profiling_job.sh,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/32/cpu/iteration_9/profiling_job.sh,1,0.53929,0.6101789,0.60910161,0.0014535567140579223,0.04776442469835281,0.001439809799194336,0.047681570053100586
MPEU,11_26_37__23_12_2024,qm9,dynamic,True,64,gpu_a100,0,True,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/64/gpu_a100/iteration_0/profiling_job.sh,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/64/gpu_a100/iteration_0/profiling_job.sh,1,0.30429977,0.29853502,0.31632845,0.0018775674390792848,0.004365222265720368,0.0018415451049804688,0.004283905029296875
MPEU,11_26_37__23_12_2024,qm9,dynamic,True,64,gpu_a100,1,True,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/64/gpu_a100/iteration_1/profiling_job.sh,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/64/gpu_a100/iteration_1/profiling_job.sh,1,0.31349745,0.310855,0.30795286,0.0018627433586120604,0.004368799357414245,0.0018200874328613281,0.004281044006347656
MPEU,11_26_37__23_12_2024,qm9,dynamic,True,64,gpu_a100,2,True,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/64/gpu_a100/iteration_2/profiling_job.sh,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/64/gpu_a100/iteration_2/profiling_job.sh,1,0.34169062,0.34585042,0.32681316,0.00185593820810318,0.004342765843868256,0.0018229484558105469,0.004263162612915039
MPEU,11_26_37__23_12_2024,qm9,dynamic,True,64,gpu_a100,3,True,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/64/gpu_a100/iteration_3/profiling_job.sh,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/64/gpu_a100/iteration_3/profiling_job.sh,1,0.31237525,0.31112602,0.31184655,0.001864108030796051,0.004354096195697784,0.0018303394317626953,0.00427556037902832
MPEU,11_26_37__23_12_2024,qm9,dynamic,True,64,gpu_a100,4,True,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/64/gpu_a100/iteration_4/profiling_job.sh,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/64/gpu_a100/iteration_4/profiling_job.sh,1,0.2240987,0.29441216,0.30619343,0.001869032998085022,0.004371926233768463,0.0018312931060791016,0.0042819976806640625
MPEU,11_26_37__23_12_2024,qm9,dynamic,True,64,gpu_a100,5,True,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/64/gpu_a100/iteration_5/profiling_job.sh,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/64/gpu_a100/iteration_5/profiling_job.sh,1,0.31868386,0.31428446,0.2477949,0.001845452172756195,0.004370416247844696,0.0018093585968017578,0.004284858703613281
MPEU,11_26_37__23_12_2024,qm9,dynamic,True,64,gpu_a100,6,True,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/64/gpu_a100/iteration_6/profiling_job.sh,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/64/gpu_a100/iteration_6/profiling_job.sh,1,0.30341097,0.30140316,0.30352999,0.0018339248013496399,0.0043118898582458496,0.0018007755279541016,0.0042340755462646484
MPEU,11_26_37__23_12_2024,qm9,dynamic,True,64,gpu_a100,7,True,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/64/gpu_a100/iteration_7/profiling_job.sh,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/64/gpu_a100/iteration_7/profiling_job.sh,1,0.32007681,0.31880114,0.3189664,0.0018580292582511902,0.004359311044216156,0.0018224716186523438,0.004275083541870117
MPEU,11_26_37__23_12_2024,qm9,dynamic,True,64,gpu_a100,8,True,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/64/gpu_a100/iteration_8/profiling_job.sh,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/64/gpu_a100/iteration_8/profiling_job.sh,1,0.34390784,0.34163883,0.34854569,0.0018403591871261596,0.0043340097403526305,0.0018072128295898438,0.004256486892700195
MPEU,11_26_37__23_12_2024,qm9,dynamic,True,64,gpu_a100,9,True,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/64/gpu_a100/iteration_9/profiling_job.sh,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/64/gpu_a100/iteration_9/profiling_job.sh,1,0.31512463,0.31249652,0.32095454,0.001859049835205078,0.00434421240568161,0.0018239021301269531,0.004262447357177734
MPEU,11_26_37__23_12_2024,qm9,dynamic,True,64,cpu,0,True,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/64/cpu/iteration_0/profiling_job.sh,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/64/cpu/iteration_0/profiling_job.sh,1,0.41561807,0.33880188,0.31155994,0.0024688434076309204,0.07827482273340225,0.002421140670776367,0.07816457748413086
MPEU,11_26_37__23_12_2024,qm9,dynamic,True,64,cpu,1,True,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/64/cpu/iteration_1/profiling_job.sh,/u/dansp/batching_both_models_both_datasets_100k_steps_21_3_2024/profiling_experiments/MPEU/qm9/dynamic/round_True/64/cpu/iteration_1/profiling_job.sh,1,0.41561807,0.33880188,0.31155994,0.0025546229767799376,0.07837644406795502,0.0025212764739990234,0.07827281951904297
