model,time_day,dataset,batching_type,batching_round_to_64,batch_size,computing_type,iteration,experiment_completed,submission_path,path,recompilation_counter,step_2_000_000_batching_time_mean,step_2_000_000_update_time_mean,step_2_000_000_batching_time_median,step_2_000_000_update_time_median,step_100_000_train_rmse,step_100_000_val_rmse,step_100_000_test_rmse,step_200_000_train_rmse,step_200_000_val_rmse,step_200_000_test_rmse,step_300_000_train_rmse,step_300_000_val_rmse,step_300_000_test_rmse,step_400_000_train_rmse,step_400_000_val_rmse,step_400_000_test_rmse,step_500_000_train_rmse,step_500_000_val_rmse,step_500_000_test_rmse,step_600_000_train_rmse,step_600_000_val_rmse,step_600_000_test_rmse,step_700_000_train_rmse,step_700_000_val_rmse,step_700_000_test_rmse,step_800_000_train_rmse,step_800_000_val_rmse,step_800_000_test_rmse,step_900_000_train_rmse,step_900_000_val_rmse,step_900_000_test_rmse,step_1_000_000_train_rmse,step_1_000_000_val_rmse,step_1_000_000_test_rmse,step_1_100_000_train_rmse,step_1_100_000_val_rmse,step_1_100_000_test_rmse,step_1_200_000_train_rmse,step_1_200_000_val_rmse,step_1_200_000_test_rmse,step_1_300_000_train_rmse,step_1_300_000_val_rmse,step_1_300_000_test_rmse,step_1_400_000_train_rmse,step_1_400_000_val_rmse,step_1_400_000_test_rmse,step_1_500_000_train_rmse,step_1_500_000_val_rmse,step_1_500_000_test_rmse,step_1_600_000_train_rmse,step_1_600_000_val_rmse,step_1_600_000_test_rmse,step_1_700_000_train_rmse,step_1_700_000_val_rmse,step_1_700_000_test_rmse,step_1_800_000_train_rmse,step_1_800_000_val_rmse,step_1_800_000_test_rmse,step_1_900_000_train_rmse,step_1_900_000_val_rmse,step_1_900_000_test_rmse,step_2_000_000_train_rmse,step_2_000_000_val_rmse,step_2_000_000_test_rmse
schnet,09_29_52__19_01_2025,aflow,static,True,32,cpu,8,False,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/32/cpu/iteration_8/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/32/cpu/iteration_8/profiling_job.sh,0,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
schnet,09_29_52__19_01_2025,aflow,static,True,32,cpu,9,False,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/32/cpu/iteration_9/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/32/cpu/iteration_9/profiling_job.sh,0,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
schnet,09_29_52__19_01_2025,aflow,static,True,64,gpu_a100,0,True,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/gpu_a100/iteration_0/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/gpu_a100/iteration_0/profiling_job.sh,282,0.001154197007775,0.002953225908756,0.001116752624512,0.002617597579956,0.2125178,0.22654107,0.21613632,0.16579338,0.16443361,0.31378485,0.1502238,0.15430813,0.35214856,0.12928319,0.14027888,0.16213358,0.12189834,0.13947579,0.19258214,0.0606776,0.13282055,0.17222334,0.0572929,0.12053217,0.14029555,0.10003563,0.11882001,0.0630078,0.09845377,0.11412095,0.13686411,0.08775332,0.11175196,0.13421606,0.10094765,0.11183178,0.13581968,0.08062265,0.11353402,0.13727159,0.07256358,0.1078482,0.12930815,0.07777527,0.1104523,0.132509,0.07174201,0.11391339,0.0524293,0.07420965,0.11588114,0.1333599,0.06796942,0.12365505,0.13086918,0.06803215,0.11906696,0.13569083,0.06410823,0.11364187,0.13259112,0.06350103,0.10701772,0.0481958
schnet,09_29_52__19_01_2025,aflow,static,True,64,gpu_a100,1,True,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/gpu_a100/iteration_1/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/gpu_a100/iteration_1/profiling_job.sh,282,0.001167196265936,0.00298850924468,0.001125812530518,0.002644777297974,0.21321898,0.22703309,0.21637226,0.14880796,0.1679038,0.25304184,0.16831292,0.15222986,0.18043179,0.12941657,0.1380565,0.18219051,0.10833241,0.13797977,0.16880628,0.10807279,0.13440671,0.22022202,0.09444435,0.12053769,0.14561124,0.0533994,0.11646617,0.13341329,0.09851084,0.11381905,0.1324886,0.08324036,0.11848097,0.13155528,0.0869365,0.1165861,0.12702354,0.0509052,0.12186169,0.12834589,0.08436258,0.1138095,0.12305536,0.0426051,0.12124487,0.1238509,0.07129549,0.13360835,0.12233645,0.07305317,0.13544352,0.12250809,0.06934451,0.13880258,0.12190767,0.06982214,0.0514674,0.12499948,0.06434836,0.15625386,0.12186605,0.06316185,0.1417918,0.12293222
schnet,09_29_52__19_01_2025,aflow,static,True,64,gpu_a100,2,True,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/gpu_a100/iteration_2/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/gpu_a100/iteration_2/profiling_job.sh,282,0.001175209157109,0.003011482676864,0.001135110855103,0.002666711807251,0.21299596,0.22687709,0.21629621,0.16512699,0.16450819,0.33420046,0.16606752,0.15331301,0.18141261,0.12177478,0.14318514,0.15833164,0.11144639,0.13960137,0.17588731,0.10844691,0.13391914,0.0715899,0.1033625,0.11966233,0.14154182,0.10182598,0.11076449,0.13509644,0.09896634,0.11427593,0.13550683,0.08791816,0.11498008,0.13232954,0.08131521,0.11820001,0.13423614,0.08481909,0.11896301,0.13685325,0.08345959,0.11717528,0.13191062,0.0425286,0.11328595,0.12897257,0.0410864,0.11335345,0.12836694,0.07419522,0.11172847,0.13119759,0.06940331,0.11439183,0.12981964,0.06778546,0.0495609,0.13427529,0.062892,0.11370564,0.13862726,0.06141025,0.11283829,0.13463545
schnet,09_29_52__19_01_2025,aflow,static,True,64,gpu_a100,3,True,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/gpu_a100/iteration_3/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/gpu_a100/iteration_3/profiling_job.sh,282,0.001172639236689,0.003022227529526,0.001128435134888,0.002672910690308,0.21237305,0.22652488,0.21600038,0.16490386,0.1646007,0.32990506,0.15059536,0.15492197,0.32091236,0.12995784,0.14095555,0.1779807,0.12319044,0.13835913,0.19440489,0.11235482,0.13194835,0.18559657,0.10554397,0.13125702,0.14377709,0.10039938,0.11894314,0.13611873,0.0932274,0.11842072,0.0622941,0.08187271,0.11441579,0.13727798,0.0870666,0.11398727,0.0561884,0.08695421,0.11598912,0.13617077,0.08482433,0.0526697,0.1332745,0.0428366,0.11460861,0.13478173,0.0413619,0.051259,0.13502462,0.07305211,0.11749612,0.13982301,0.06986644,0.12474812,0.13507289,0.06778296,0.12501415,0.0527227,0.06406525,0.12091557,0.13465268,0.06358651,0.10916524,0.13619538
schnet,09_29_52__19_01_2025,aflow,static,True,64,gpu_a100,4,True,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/gpu_a100/iteration_4/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/gpu_a100/iteration_4/profiling_job.sh,282,0.001175773984313,0.003011154919148,0.001134395599365,0.002667903900146,0.21263825,0.22669525,0.2162023,0.16547368,0.16448694,0.31067137,0.15060936,0.15440066,0.3270627,0.12172945,0.1454332,0.18129959,0.11038452,0.14162241,0.233928,0.10819696,0.1394056,0.21984378,0.0590799,0.13558951,0.15027689,0.09611396,0.0617751,0.13874887,0.09335817,0.11584785,0.13723507,0.08247887,0.11373085,0.058138,0.08635034,0.10894535,0.13288923,0.0502,0.10999553,0.13528386,0.08390573,0.10407433,0.13107842,0.07741441,0.11008164,0.0540287,0.07412385,0.10759115,0.12975329,0.07455343,0.10455695,0.1317932,0.07089478,0.10867523,0.13249229,0.07787268,0.11294129,0.12741285,0.06373092,0.048887,0.1380184,0.06191051,0.12674664,0.13745717
schnet,09_29_52__19_01_2025,aflow,static,True,64,gpu_a100,5,True,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/gpu_a100/iteration_5/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/gpu_a100/iteration_5/profiling_job.sh,282,0.001157740855098,0.002958233860254,0.001118898391724,0.002620697021484,0.1142724,0.22689725,0.21630913,0.16542146,0.16443916,0.32507016,0.15200419,0.15510103,0.26811892,0.071269,0.0775624,0.1580037,0.0661336,0.1373469,0.1603365,0.11193707,0.12951458,0.16701386,0.10511352,0.12982861,0.14160221,0.10115156,0.11596875,0.13428085,0.09897403,0.11815894,0.0613466,0.08861303,0.11149083,0.12999413,0.0461527,0.1151101,0.13273786,0.08435352,0.1164277,0.13377968,0.08248607,0.11336255,0.12875094,0.07829829,0.11159138,0.12713175,0.07282276,0.11415196,0.12870648,0.07447104,0.11758486,0.12813331,0.06961478,0.12065725,0.13036569,0.06957442,0.0511054,0.13638296,0.06300686,0.12932306,0.1450938,0.06110008,0.0474226,0.0485136
schnet,09_29_52__19_01_2025,aflow,static,True,64,gpu_a100,6,True,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/gpu_a100/iteration_6/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/gpu_a100/iteration_6/profiling_job.sh,282,0.001160880961895,0.002980275257945,0.001121282577515,0.00264310836792,0.21224047,0.22633202,0.2160152,0.15110254,0.16780953,0.32188723,0.13857393,0.15236063,0.20875372,0.13209768,0.14156125,0.16293495,0.12393999,0.13509947,0.15037076,0.11283933,0.12675746,0.14261109,0.10402235,0.11589691,0.13753656,0.1027962,0.11040668,0.13454429,0.09952381,0.10598818,0.13595878,0.0484112,0.10507948,0.13236389,0.08158699,0.10614012,0.13603313,0.0507503,0.0593708,0.0614759,0.08181767,0.1087954,0.13260104,0.07763153,0.10436096,0.12727816,0.07191253,0.0510834,0.0524287,0.07215936,0.11376865,0.14003947,0.06829473,0.13143231,0.14752697,0.06677801,0.1388703,0.16202168,0.05699494,0.0474561,0.17163808,0.06071105,0.15677083,0.20403124
schnet,09_29_52__19_01_2025,aflow,static,True,64,gpu_a100,7,True,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/gpu_a100/iteration_7/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/gpu_a100/iteration_7/profiling_job.sh,282,0.001165506664753,0.002991220402718,0.001126050949097,0.002649784088135,0.21231238,0.22648442,0.21600801,0.15204412,0.1682775,0.27576503,0.14877269,0.15342291,0.23838197,0.13106525,0.13822448,0.15509913,0.12324257,0.13356907,0.17286325,0.11270844,0.12732223,0.15714648,0.25823588,0.11687515,0.14403324,0.09195132,0.11324567,0.13351474,0.09986422,0.0604795,0.13239928,0.08817087,0.11510425,0.12851111,0.08170328,0.0550296,0.12849798,0.08491072,0.11516999,0.13010665,0.08273392,0.11661591,0.12344023,0.07864608,0.11797852,0.12098239,0.07312533,0.1151043,0.12041269,0.06825621,0.1168063,0.12125889,0.07020136,0.1240784,0.12145062,0.06783568,0.13501761,0.0501062,0.06315449,0.13076047,0.12667044,0.06142053,0.12733347,0.12473991
schnet,09_29_52__19_01_2025,aflow,static,True,64,gpu_a100,8,True,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/gpu_a100/iteration_8/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/gpu_a100/iteration_8/profiling_job.sh,282,0.001157422790289,0.002974275732875,0.001118659973145,0.002634286880493,0.21236553,0.22640785,0.21606203,0.16517519,0.0953288,0.35363538,0.1682823,0.15232766,0.19755285,0.12952068,0.14022821,0.16477296,0.0665684,0.13694196,0.20894612,0.11184797,0.13030034,0.17414945,0.10311074,0.11995993,0.13892561,0.10008133,0.11868091,0.13397389,0.09830123,0.11358646,0.13306025,0.08710854,0.0560166,0.13003241,0.08114477,0.11752354,0.13132322,0.08517052,0.12058888,0.13339774,0.08208103,0.11824763,0.1265312,0.0423703,0.11863054,0.12383836,0.07323487,0.11830265,0.12288736,0.07407769,0.12627074,0.12481448,0.07028267,0.14171108,0.12784192,0.040228,0.14398743,0.13515712,0.0632892,0.14364692,0.13700162,0.06159396,0.12898557,0.13715192
schnet,09_29_52__19_01_2025,aflow,static,True,64,gpu_a100,9,True,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/gpu_a100/iteration_9/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/gpu_a100/iteration_9/profiling_job.sh,282,0.001168097690105,0.002998297238946,0.001128911972046,0.002659797668457,0.2122597,0.1176289,0.21597587,0.0893842,0.16438297,0.3540185,0.15006251,0.15387047,0.32037894,0.12102424,0.14323612,0.21561356,0.11013773,0.14159463,0.25174974,0.11029234,0.13773388,0.234367,0.10287751,0.12053336,0.065758,0.10028858,0.11997473,0.13530523,0.09862991,0.11946844,0.13557911,0.0484453,0.11989114,0.1330978,0.08134362,0.0549256,0.13475936,0.08445786,0.0600503,0.136393,0.0833926,0.12510392,0.1313502,0.07879075,0.12286756,0.12874376,0.07364597,0.12557151,0.12900168,0.07447377,0.1282846,0.13239791,0.07077862,0.13049622,0.0508874,0.07169861,0.13258902,0.13209782,0.06371472,0.13831137,0.14015124,0.06232204,0.14202025,0.13833853
schnet,09_29_52__19_01_2025,aflow,static,True,64,cpu,0,False,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/cpu/iteration_0/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/cpu/iteration_0/profiling_job.sh,0,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
schnet,09_29_52__19_01_2025,aflow,static,True,64,cpu,1,False,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/cpu/iteration_1/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/cpu/iteration_1/profiling_job.sh,0,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
schnet,09_29_52__19_01_2025,aflow,static,True,64,cpu,2,False,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/cpu/iteration_2/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/cpu/iteration_2/profiling_job.sh,0,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
schnet,09_29_52__19_01_2025,aflow,static,True,64,cpu,3,False,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/cpu/iteration_3/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/cpu/iteration_3/profiling_job.sh,0,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
schnet,09_29_52__19_01_2025,aflow,static,True,64,cpu,4,False,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/cpu/iteration_4/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/cpu/iteration_4/profiling_job.sh,0,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
schnet,09_29_52__19_01_2025,aflow,static,True,64,cpu,5,False,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/cpu/iteration_5/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/cpu/iteration_5/profiling_job.sh,0,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
schnet,09_29_52__19_01_2025,aflow,static,True,64,cpu,6,False,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/cpu/iteration_6/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/cpu/iteration_6/profiling_job.sh,0,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
schnet,09_29_52__19_01_2025,aflow,static,True,64,cpu,7,False,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/cpu/iteration_7/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/cpu/iteration_7/profiling_job.sh,0,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
schnet,09_29_52__19_01_2025,aflow,static,True,64,cpu,8,False,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/cpu/iteration_8/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/cpu/iteration_8/profiling_job.sh,0,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
schnet,09_29_52__19_01_2025,aflow,static,True,64,cpu,9,False,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/cpu/iteration_9/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/64/cpu/iteration_9/profiling_job.sh,0,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
schnet,09_29_52__19_01_2025,aflow,static,True,128,gpu_a100,0,True,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/128/gpu_a100/iteration_0/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/128/gpu_a100/iteration_0/profiling_job.sh,402,0.002142681851029,0.004292050847888,0.002072811126709,0.003798007965088,0.17632161,0.18758963,0.21139755,0.13677536,0.16025846,0.17698741,0.13025877,0.14669819,0.18705991,0.11044635,0.12568735,0.17436713,0.09762764,0.12296215,0.19023195,0.09213544,0.12213966,0.19461023,0.09280194,0.12238734,0.21093552,0.07875094,0.0544384,0.18474438,0.07545916,0.11537868,0.18399517,0.06898034,0.11687338,0.19354922,0.0643219,0.0489454,0.21184234,0.06088537,0.11129103,0.19963837,0.05546448,0.10800339,0.17484977,0.05548678,0.10712725,0.16548782,0.05590677,0.10423999,0.17272236,0.05313444,0.10587606,0.17713793,0.05090837,0.10380194,0.18047346,0.05148676,0.10186589,0.192186,0.05178884,0.10382703,0.1999566,0.04908457,0.10543493,0.21302143
schnet,09_29_52__19_01_2025,aflow,static,True,128,gpu_a100,1,True,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/128/gpu_a100/iteration_1/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/128/gpu_a100/iteration_1/profiling_job.sh,402,0.002062796627164,0.004202422450185,0.001993894577026,0.003714323043823,0.17630667,0.18753012,0.2111538,0.31520223,0.16008682,0.0911691,0.1200739,0.0776497,0.17638379,0.10105992,0.12545327,0.18335665,0.10492883,0.11868396,0.17568679,0.09417087,0.12187463,0.20137448,0.09168977,0.1213072,0.22172588,0.07742031,0.11370123,0.18635523,0.07495206,0.11217272,0.18545238,0.0414142,0.11065259,0.17202934,0.0384046,0.11015116,0.0502725,0.0362492,0.106781,0.15749103,0.05886808,0.10862914,0.14057506,0.05514979,0.10909333,0.13460837,0.05640302,0.10818457,0.13395499,0.05234906,0.10974469,0.0435222,0.05052543,0.10805064,0.13660559,0.05091672,0.10211549,0.13407042,0.05159385,0.1023247,0.0439455,0.04881441,0.10123947,0.15146068
schnet,09_29_52__19_01_2025,aflow,static,True,128,gpu_a100,2,True,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/128/gpu_a100/iteration_2/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/128/gpu_a100/iteration_2/profiling_job.sh,402,0.002044478819728,0.00421779751122,0.001975774765015,0.003714084625244,0.17636094,0.18759601,0.21019003,0.46506959,0.16042353,0.17421936,0.12085661,0.14005935,0.16990999,0.10124609,0.12622672,0.15814967,0.09669683,0.12220364,0.18272382,0.09388594,0.12018527,0.17262249,0.09082525,0.114775,0.0599735,0.08110366,0.11242176,0.16487326,0.07463032,0.1107135,0.16000701,0.06825553,0.10853429,0.15027744,0.06403744,0.10740261,0.16017344,0.06086099,0.10423537,0.15722898,0.05946843,0.0458502,0.14784263,0.05535871,0.10359116,0.13552494,0.05595804,0.10248292,0.13488093,0.05241858,0.0416795,0.14259297,0.05095272,0.10181913,0.0427956,0.05139463,0.10068111,0.13820487,0.05216623,0.09963713,0.13520687,0.04871065,0.10126864,0.0420641
schnet,09_29_52__19_01_2025,aflow,static,True,128,gpu_a100,3,True,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/128/gpu_a100/iteration_3/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/128/gpu_a100/iteration_3/profiling_job.sh,402,0.00208522181797,0.004240286648989,0.00201416015625,0.003743648529053,0.1763467,0.1875514,0.2110913,0.13685154,0.16026264,0.17714989,0.12950956,0.14594923,0.18780065,0.11008895,0.0687023,0.17154059,0.09684722,0.12349839,0.19632357,0.09359581,0.1219593,0.20745713,0.09242961,0.12388261,0.20909636,0.07844129,0.0543562,0.18290431,0.07491357,0.11751375,0.19357836,0.06898807,0.1185028,0.19757512,0.06425841,0.11808398,0.20503519,0.06102455,0.11159274,0.0499187,0.0596994,0.10785398,0.19464451,0.0338213,0.10416385,0.18185252,0.05669907,0.0441917,0.0465899,0.0317524,0.1040627,0.17868502,0.05103457,0.10424659,0.1757381,0.05146188,0.10411939,0.17821333,0.05196667,0.10775566,0.0450142,0.04926481,0.10981783,0.18784517
schnet,09_29_52__19_01_2025,aflow,static,True,128,gpu_a100,4,True,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/128/gpu_a100/iteration_4/profiling_job.sh,/u/dansp/batching_2_000_000_steps_20_9_2024/profiling_experiments/schnet/aflow/static/round_True/128/gpu_a100/iteration_4/profiling_job.sh,402,0.002073545998693,0.004250000517726,0.00200343132019,0.003751277923584,0.17635204,0.18757904,0.21162611,0.13704071,0.1604884,0.17619318,0.12110101,0.1407367,0.17580277,0.10151906,0.12615081,0.17872782,0.10571689,0.11888714,0.17971879,0.09969476,0.11699139,0.16823206,0.09064939,0.11603191,0.17758651,0.07897227,0.11024482,0.16319315,0.07530364,0.10835625,0.1579392,0.06790241,0.10592408,0.14679453,0.0384865,0.1031581,0.14212007,0.0605433,0.09926286,0.0475904,0.05883272,0.0989775,0.13355027,0.0553171,0.10157508,0.13245845,0.05559391,0.10293829,0.14160466,0.05280607,0.10673624,0.15180336,0.05079823,0.10564087,0.16412105,0.05140014,0.0406095,0.17771846,0.05167761,0.10413246,0.20498529,0.04905908,0.10700894,0.24926813
