,compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,Egap,catalog,nspecies
603,Bi2Te3,aflow:c3784e4b182b85bd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Bi2Te3_ICSD_42546,166,hR5,0.3053,ICSD,2
604,Ga12Ru4,aflow:76fd92753c307ad1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ga3Ru1_ICSD_412078,136,tP16,0.3056,ICSD,2
605,S8Ti4,aflow:d92a0840d2e4cddf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/S2Ti1_ICSD_174490,59,oP12,0.3062,ICSD,2
606,Cd3Te3,aflow:536abc2811883415,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1Te1_ICSD_67863,152,hP6,0.3069,ICSD,2
607,Ru4Te8,aflow:f74866fb7c7b11bd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ru1Te2_ICSD_650721,205,cP12,0.3069,ICSD,2
608,Ca8Si4,aflow:6ae6a0d676399979,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ca2Si1_ICSD_187350,62,oP12,0.307,ICSD,2
609,Bi2Te3,aflow:2c4f734b78ddd4fc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Bi2Te3_ICSD_44983,166,hR5,0.3076,ICSD,2
610,As2Ga2,aflow:630b91aa3f9ab8a6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/As1Ga1_ICSD_67773,186,hP4,0.3078,ICSD,2
611,Co6O8,aflow:0f8e68def3563218,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co3O4_ICSD_63165,227,cF56,0.308,ICSD,2
612,Ru4Te8,aflow:f55070bd68b50277,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ru1Te2_ICSD_650722,205,cP12,0.309,ICSD,2
613,Co6O8,aflow:a73c380396e8631a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co3O4_ICSD_624571,227,cF56,0.3091,ICSD,2
614,In2Se2,aflow:f047beadcd274e24,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/In1Se1_ICSD_1884,160,hR4,0.3095,ICSD,2
615,Co6O8,aflow:568dfa7312bcd4f0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co3O4_ICSD_69371,227,cF56,0.3096,ICSD,2
616,C120Sr6,aflow:b851e94546bcee8b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C60Sr3_ICSD_75354,200,cP126,0.3097,ICSD,2
617,Co6O8,aflow:4fc89312c7d11cdc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co3O4_ICSD_69368,227,cF56,0.3098,ICSD,2
618,Co6O8,aflow:a004d3b3a31b7389,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co3O4_ICSD_69376,227,cF56,0.3099,ICSD,2
619,Co6O8,aflow:00ae1444ab181e3b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co3O4_ICSD_69373,227,cF56,0.3104,ICSD,2
620,Co6O8,aflow:cf4c4119e26f2d67,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co3O4_ICSD_69367,227,cF56,0.3105,ICSD,2
621,Co6O8,aflow:12be4696b071bbdd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co3O4_ICSD_56123,227,cF56,0.3108,ICSD,2
622,Co6O8,aflow:2bff19caec47cbcb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co3O4_ICSD_69375,227,cF56,0.3108,ICSD,2
623,Co6O8,aflow:8449066a1b52337c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co3O4_ICSD_69377,227,cF56,0.3108,ICSD,2
624,Co6O8,aflow:1ace446f888b2603,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co3O4_ICSD_69370,227,cF56,0.3114,ICSD,2
625,Co6O8,aflow:976e2874118023d4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co3O4_ICSD_63164,227,cF56,0.3116,ICSD,2
626,Ge16Sr8,aflow:4b075872b1336a1b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ge2Sr1_ICSD_152799,62,oP24,0.3119,ICSD,2
627,Ru4Te8,aflow:d90d70c8e075ebdf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ru1Te2_ICSD_24188,205,cP12,0.3119,ICSD,2
628,Co6O8,aflow:780167a1fbeb0b20,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co3O4_ICSD_69372,227,cF56,0.3122,ICSD,2
629,Co6O8,aflow:923362b5a2f63eb8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co3O4_ICSD_69378,227,cF56,0.3123,ICSD,2
630,Re8Si14,aflow:3c28c1b20e5d87e5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Re4Si7_ICSD_151529,8,mS44,0.3124,ICSD,2
631,O30V16,aflow:3421286e1f450631,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/O15V8_ICSD_424885,2,aP46,0.3133,ICSD,2
632,Bi2Te3,aflow:7160664df3d3a2e4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Bi2Te3_ICSD_617192,166,hR5,0.3134,ICSD,2
633,Se2Sn2,aflow:1a71a11e1cfa1def,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Se1Sn1_ICSD_100673,63,oS8,0.315,ICSD,2
634,Ga12Ru4,aflow:00a4ab632c85ddcf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ga3Ru1_ICSD_635229,136,tP16,0.3154,ICSD,2
635,Se2Zr1,aflow:1fe3573fa0c74ee3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Se2Zr1_ICSD_652240,164,hP3,0.3157,ICSD,2
636,Ru4Te8,aflow:174530395f190543,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ru1Te2_ICSD_650710,205,cP12,0.3163,ICSD,2
637,Pb36Rb16,aflow:1faf36f01b8da572,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Pb9Rb4_ICSD_411891,11,mP52,0.3164,ICSD,2
638,Ru4Te8,aflow:e818f7dca8c4e66c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ru1Te2_ICSD_65169,205,cP12,0.3167,ICSD,2
639,Ru4Te8,aflow:4050bc0c7545747c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ru1Te2_ICSD_659137,205,cP12,0.3168,ICSD,2
640,Ru4Te8,aflow:6accdd263f644fed,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ru1Te2_ICSD_650714,205,cP12,0.3168,ICSD,2
641,Ru4Te8,aflow:a850ead1eeea84e4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ru1Te2_ICSD_650719,205,cP12,0.3168,ICSD,2
642,Hg4O8,aflow:1aa18490d4cde33e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Hg1O2_ICSD_24774,61,oP12,0.3171,ICSD,2
643,Se2Zr1,aflow:4cf83b67e21935d1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Se2Zr1_ICSD_652236,164,hP3,0.3182,ICSD,2
644,Br4La2,aflow:a0e44d324fd3ffb7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Br2La1_ICSD_65481,194,hP6,0.3184,ICSD,2
645,Se2Zr1,aflow:6cf390c8aa7608fe,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Se2Zr1_ICSD_652247,164,hP3,0.319,ICSD,2
646,Co6O8,aflow:101bfc434cf0f1fc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co3O4_ICSD_69369,227,cF56,0.3196,ICSD,2
647,Se2Zr1,aflow:73ab21dbe2d0bde6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Se2Zr1_ICSD_601542,164,hP3,0.3199,ICSD,2
648,O24Sn12,aflow:08aa6083671b9c81,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O2Sn1_ICSD_62199,60,oP36,0.3207,ICSD,2
649,Ca8Ge4,aflow:44a95a3b698dde9c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ca2Ge1_ICSD_42455,62,oP12,0.3218,ICSD,2
650,Te6U2,aflow:10bd45a7287b60bb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Te3U1_ICSD_40695,11,mP8,0.3221,ICSD,2
651,Co6O8,aflow:e127a3f37c882c1c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co3O4_ICSD_624573,227,cF56,0.3225,ICSD,2
652,Cs8Te20,aflow:ddaf3178e207a10c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Cs2Te5_ICSD_36017,63,oS28,0.3231,ICSD,2
653,O2Sn2,aflow:6da067cb48a0edde,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O1Sn1_ICSD_15516,129,tP4,0.3236,ICSD,2
654,Co6O8,aflow:4950d75ea19912a6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co3O4_ICSD_9362,227,cF56,0.3238,ICSD,2
655,O8Si4,aflow:8de56b7e34f8580a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/O2Si1_ICSD_170548,13,mP12,0.3239,ICSD,2
656,Bi2Se3,aflow:594fe1ae258a5121,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Bi2Se3_ICSD_42545,166,hR5,0.3242,ICSD,2
657,Bi2Te3,aflow:78b01684f2259542,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Bi2Te3_ICSD_184631,166,hR5,0.3244,ICSD,2
658,Co6O8,aflow:5030004818aa32a8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co3O4_ICSD_69366,227,cF56,0.3254,ICSD,2
659,Co6O8,aflow:8f9b8fd68c3ea746,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co3O4_ICSD_69365,227,cF56,0.3257,ICSD,2
660,Co6O8,aflow:7931767f2f4339ce,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co3O4_ICSD_36256,227,cF56,0.326,ICSD,2
661,In12S14,aflow:219d71ce676505af,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/In6S7_ICSD_640348,11,mP26,0.3268,ICSD,2
662,Co6O8,aflow:936c9ab59f8c1a2f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co3O4_ICSD_150805,227,cF56,0.3268,ICSD,2
663,In2Se2,aflow:be55f5cc1f7b20c2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/In1Se1_ICSD_23002,160,hR4,0.3269,ICSD,2
664,Co6O8,aflow:9763031bbd8e5139,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co3O4_ICSD_24210,227,cF56,0.327,ICSD,2
665,Co6O8,aflow:d4a6a83e9cece77b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co3O4_ICSD_27497,227,cF56,0.3272,ICSD,2
666,Co6O8,aflow:bad755aecb3b78e3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co3O4_ICSD_27498,227,cF56,0.3273,ICSD,2
667,Co6O8,aflow:d445ac9ac684b1e2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co3O4_ICSD_28158,227,cF56,0.3274,ICSD,2
668,Co6O8,aflow:ee18143f940e70ec,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co3O4_ICSD_69374,227,cF56,0.3274,ICSD,2
669,Ag8O8,aflow:62627f92ff8a6804,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ag1O1_ICSD_202055,88,tI32,0.3294,ICSD,2
670,Ca18Ge24,aflow:66247b91bbfd9db8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ca3Ge4_ICSD_185654,176,hP42,0.3314,ICSD,2
671,As6Te9,aflow:ce9f0765df4441f6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/As2Te3_ICSD_41040,166,hR5,0.3316,ICSD,2
672,In12S14,aflow:6c7d0938863fce9b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/In6S7_ICSD_15317,11,mP26,0.3335,ICSD,2
673,Mn12O16,aflow:048a19904d34cb4d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Mn3O4_ICSD_97867,57,oP28,0.3346,ICSD,2
674,Cl32Pt8,aflow:f6b7545fe0dd1ec0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cl4Pt1_ICSD_22073,205,cP40,0.3347,ICSD,2
675,Ge1Te1,aflow:1684a94fb876a016,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Ge1Te1_ICSD_56042,166,hR2,0.335,ICSD,2
676,Ag4O4,aflow:adb47dd1a0c74a86,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Ag1O1_ICSD_43741,14,mP8,0.3362,ICSD,2
677,Ni2S4,aflow:5acf588213d5c741,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ni1S2_ICSD_169570,58,oP6,0.3369,ICSD,2
678,Ca6P6,aflow:92a599d5ce78ed5b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ca2P2_ICSD_83352,189,hP12,0.3369,ICSD,2
679,In2Se2,aflow:d86b667df2356425,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/In1Se1_ICSD_2308,160,hR4,0.3373,ICSD,2
680,Ca6P6,aflow:a2f519ee71e8f203,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ca1P1_ICSD_26261,189,hP12,0.3378,ICSD,2
681,La8P16,aflow:575dd4526ed20e7f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/La1P2_ICSD_42015,9,mS48,0.3381,ICSD,2
682,In2Se2,aflow:91781c76c65f5d00,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/In1Se1_ICSD_640507,160,hR4,0.3384,ICSD,2
683,Ge1Te1,aflow:795902a98a9fdc8f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Ge1Te1_ICSD_601273,225,cF8,0.3389,ICSD,2
684,Se12Tb8,aflow:c19235e2474b809a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Se3Tb2_ICSD_651981,62,oP20,0.3401,ICSD,2
685,Ba2Te4,aflow:1127eaa90c073257,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ba1Te2_ICSD_80280,140,tI12,0.3421,ICSD,2
686,S20U12,aflow:39ca76833666d641,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/S5U3_ICSD_651312,62,oP32,0.3421,ICSD,2
687,Ba2Te4,aflow:58d9a7827940d4c4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ba1Te2_ICSD_75555,140,tI12,0.3421,ICSD,2
688,Se12Tb8,aflow:33badbff226faab5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Se3Tb2_ICSD_651977,62,oP20,0.3423,ICSD,2
689,Si4Sr8,aflow:f3dc42a35f56efd6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Si1Sr2_ICSD_160102,62,oP12,0.3437,ICSD,2
690,Se12Tb8,aflow:e98b8c74581cc5e9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Se3Tb2_ICSD_85417,62,oP20,0.3442,ICSD,2
691,Si4Sr8,aflow:2ac1f61aea144595,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Si1Sr2_ICSD_90771,62,oP12,0.345,ICSD,2
692,Bi2Te3,aflow:5a476f39e5ae0508,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Bi2Te3_ICSD_654934,166,hR5,0.3455,ICSD,2
693,Se6Zr2,aflow:a5645ab6628f1528,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Se3Zr1_ICSD_652241,11,mP8,0.3458,ICSD,2
694,Ce8P16,aflow:77df444c993b16bc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Ce1P2_ICSD_621753,9,mS48,0.3461,ICSD,2
695,Ce8S16,aflow:4bbad2ccab144cab,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ce1S2_ICSD_653996,33,oP24,0.3473,ICSD,2
696,Hg3Te3,aflow:1ad4f673178ae963,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Hg1Te1_ICSD_41593,152,hP6,0.3481,ICSD,2
697,Se2Sn2,aflow:e174085444b5bafc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Se1Sn1_ICSD_50563,63,oS8,0.3485,ICSD,2
698,Ni4S8,aflow:96567f62ea097cbd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ni1S2_ICSD_56016,205,cP12,0.3497,ICSD,2
699,I12Pt4,aflow:152583e19d37cfba,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/I6Pt2_ICSD_47120,15,mS32,0.3508,ICSD,2
700,In2Se2,aflow:267e33be0474d312,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/In1Se1_ICSD_640505,160,hR4,0.3509,ICSD,2
701,Si4Sr8,aflow:5c1c9a01edf50b00,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Si1Sr2_ICSD_422,62,oP12,0.3509,ICSD,2
702,Bi2Se3,aflow:ecca603eb324460f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Bi2Se3_ICSD_617079,166,hR5,0.3512,ICSD,2
703,Ni4S8,aflow:21e567d7a8de34df,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ni1S2_ICSD_169569,205,cP12,0.3522,ICSD,2
704,Se6Zr2,aflow:0b84f6136751ce7d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Se3Zr1_ICSD_652252,11,mP8,0.3534,ICSD,2
705,Ce8S16,aflow:171e39fd03ee25b4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ce1S2_ICSD_418404,62,oP24,0.3537,ICSD,2
706,Ru4Si4,aflow:2a6ac674cb1f8f4a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ru1Si1_ICSD_650628,198,cP8,0.354,ICSD,2
707,O36V16,aflow:4a2ff8b568a103fd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/O9V4_ICSD_174441,8,mS104,0.354,ICSD,2
708,Ir4Sb8,aflow:4b9c386a4f13713c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Ir1Sb2_ICSD_43502,14,mP12,0.354,ICSD,2
709,Ru4Si4,aflow:7f54980b082ef490,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ru1Si1_ICSD_650618,198,cP8,0.3545,ICSD,2
710,Ni4S8,aflow:87da431405a447da,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ni1S2_ICSD_646356,205,cP12,0.355,ICSD,2
711,Ni4S8,aflow:173ac65caed30ca6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ni1S2_ICSD_166474,205,cP12,0.3553,ICSD,2
712,Ru4Si4,aflow:95e09bbbc684811c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ru1Si1_ICSD_85209,198,cP8,0.3564,ICSD,2
713,Ge1Te1,aflow:dc767169095e9dcf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Ge1Te1_ICSD_638009,225,cF8,0.3568,ICSD,2
714,Ni4S8,aflow:b012e69879396d4f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ni1S2_ICSD_22369,198,cP12,0.357,ICSD,2
715,Ge16Sr8,aflow:706dc429de4da313,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ge2Sr1_ICSD_637942,62,oP24,0.3574,ICSD,2
716,O8Sn4,aflow:ff37a8f91d6adf02,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O2Sn1_ICSD_157450,60,oP12,0.3589,ICSD,2
717,Ru4Si4,aflow:1cfc9d3b59d8c892,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ru1Si1_ICSD_79231,198,cP8,0.3591,ICSD,2
718,Ce8S16,aflow:7a3fb4128d1e3a1e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ce1S2_ICSD_38270,62,oP24,0.3594,ICSD,2
719,Ir4Sb8,aflow:4f1fb986bdac0632,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Ir1Sb2_ICSD_640955,14,mP12,0.36,ICSD,2
720,In2Se2,aflow:148e9fa7a139512a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/In1Se1_ICSD_41477,160,hR4,0.3603,ICSD,2
721,S2V2,aflow:cf1213c2874a06a9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/S1V1_ICSD_52211,194,hP4,0.3605,ICSD,2
722,Se6Zr2,aflow:546620464e3db733,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Se3Zr1_ICSD_652233,11,mP8,0.3606,ICSD,2
723,Se6Zr2,aflow:3a47029a0081daa4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Se3Zr1_ICSD_652229,11,mP8,0.3607,ICSD,2
724,Se2Sn2,aflow:ef2eceeed054497d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Se1Sn1_ICSD_50564,63,oS8,0.3607,ICSD,2
725,Se2Sn2,aflow:4bcc1ba059420817,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Se1Sn1_ICSD_50561,63,oS8,0.3608,ICSD,2
726,Ge16Sr8,aflow:c9906d26014b5f6b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ge2Sr1_ICSD_43028,62,oP24,0.3614,ICSD,2
727,Ir4Sb8,aflow:4a2e76ce69ea00d9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Ir1Sb2_ICSD_42620,14,mP12,0.3616,ICSD,2
728,Dy8Se12,aflow:8352bcf3f34c63ee,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Dy2Se3_ICSD_630253,62,oP20,0.3619,ICSD,2
729,Ir4Sb8,aflow:a694974f0b1e6676,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Ir1Sb2_ICSD_640961,14,mP12,0.3625,ICSD,2
730,Dy8Se12,aflow:b93835203883aa75,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Dy2Se3_ICSD_630257,62,oP20,0.3625,ICSD,2
731,Cr4O12,aflow:073726a2b665c703,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Cr1O3_ICSD_16031,40,oS32,0.3642,ICSD,2
732,Dy8Se12,aflow:ec363624902d8a5f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Dy2Se3_ICSD_419,62,oP20,0.3643,ICSD,2
733,Ag4O4,aflow:6d443d049c3e5ce3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Ag2O2_ICSD_202543,14,mP8,0.3646,ICSD,2
734,S2V2,aflow:d1519152e01cc8be,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/S1V1_ICSD_83867,194,hP4,0.3651,ICSD,2
735,Se2Sn2,aflow:fbfe232dfdd136d6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Se1Sn1_ICSD_50562,63,oS8,0.366,ICSD,2
736,S4V4,aflow:e0ab14a3f0797ede,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/S1V1_ICSD_52212,62,oP8,0.3671,ICSD,2
737,S8Ti4,aflow:8d563b0a45f753fb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/S2Ti1_ICSD_181505,62,oP12,0.3676,ICSD,2
738,In2Se2,aflow:5cc0d2aa6de809bd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/In1Se1_ICSD_640483,160,hR4,0.3677,ICSD,2
739,S4V4,aflow:83c13ab0a1de0f0b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/S1V1_ICSD_602567,62,oP8,0.3689,ICSD,2
740,Ge1Te1,aflow:6df6a3b972fce2e3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ge1Te1_ICSD_600823,225,cF8,0.369,ICSD,2
741,Ge1Te1,aflow:d899e616a2ab9085,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ge1Te1_ICSD_638007,225,cF8,0.369,ICSD,2
742,Bi2Te3,aflow:86451811e7593e10,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Bi2Te3_ICSD_617182,166,hR5,0.3691,ICSD,2
743,Ge1Te1,aflow:df7177b61e2376b1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ge1Te1_ICSD_601079,225,cF8,0.3692,ICSD,2
744,Bi1Li3,aflow:a347088e4932106b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Li3_ICSD_58797,225,cF16,0.3695,ICSD,2
745,Cu8S4,aflow:9023e98e2357bc3d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Cu2S1_ICSD_16550,96,tP12,0.3696,ICSD,2
746,Bi2Te3,aflow:1f2ac628ef58dd74,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Bi2Te3_ICSD_617174,166,hR5,0.3698,ICSD,2
747,Bi1Li3,aflow:0a2f347d407504d5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Li3_ICSD_616778,225,cF16,0.3704,ICSD,2
748,O8Sn4,aflow:8355e14018f81322,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O2Sn1_ICSD_189465,60,oP12,0.3704,ICSD,2
749,P12Sr4,aflow:332a928249d55e41,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/P3Sr1_ICSD_23628,12,mS32,0.3711,ICSD,2
750,Ba12Sn8,aflow:1c837b810bc333ab,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ba3Sn2_ICSD_424098,96,tP20,0.3717,ICSD,2
751,Bi2Te3,aflow:9eff2555d6729de9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Bi2Te3_ICSD_658764,166,hR5,0.372,ICSD,2
752,C8U4,aflow:dd05914125d03191,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C2U1_ICSD_619006,205,cP12,0.3726,ICSD,2
753,Ge1Te1,aflow:97e707218e78bedd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ge1Te1_ICSD_602124,225,cF8,0.3728,ICSD,2
754,Ge1Te1,aflow:bc7a93424e171d2c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ge1Te1_ICSD_638010,225,cF8,0.3736,ICSD,2
